AAM,ea
[H:9][H:17].[O:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C@@:7]12[H:16])[H:8]>>[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])([H:9])[H:10])[H:8],55.9860541459046
[O:1]([C:3]1([H:11])[C:2]([H:9])([H:10])[C:7]([H:16])([H:17])[O:6][C:5]([H:14])([H:15])[C:4]1([H:12])[H:13])[H:8]>>[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])([H:9])[H:10])[H:8],87.25728382038321
[H:8][H:9].[O:1]=[C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])[H:10]>>[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])([H:9])[H:10])[H:8],73.45726303785862
[C:2]([H:9])[H:10].[O:1]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])[H:8]>>[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])([H:9])[H:10])[H:8],27.5452814831541
[C:2](=[C:3]1[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])([H:9])[H:10].[O:1]([H:8])[H:11]>>[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])([H:9])[H:10])[H:8],53.82507077542857
[O-:1][C:2]([C@@:3]([C:4]([H:8])([H:12])[H:13])([C:7]([O+:6]=[C:5]([H:14])[H:15])([H:16])[H:17])[H:11])([H:9])[H:10]>>[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])([H:9])[H:10])[H:8],14.520640029286596
[H:16][H:17].[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O+:6]=[C-:7]1)([H:9])[H:10])[H:8]>>[O:1]([C:2]([C@@:3]1([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[O:6][C:7]1([H:16])[H:17])([H:9])[H:10])[H:8],15.072561528625087
[C:1](/[C:2]([C:3]([C-:4]=[N+:5]=[C:6]([H:13])[H:14])([H:11])[H:12])=[N:7]\[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],40.366599927746705
[C:1]([C:2]1=[C:6]([H:13])[N:7]1[H:15])([H:8])([H:9])[H:10].[C:3](=[C:4]=[N:5][H:14])([H:11])[H:12]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],13.18620768153788
[C:1]1([H:8])([H:9])[C@@:2]2([C:3]([H:11])([H:12])[C:4][N:5]1[H:10])[C:6]([H:13])([H:14])[N:7]2[H:15]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],41.14590696711631
[C:1](=[C:2]1[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])[H:9].[C:3](=[C:4]=[N:5][H:10])([H:11])[H:12]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],16.86852620541171
[C:1]([C@:2]([C:3]([C:4]#[N:5])([H:11])[H:12])([N:7]([C:6][H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],43.13561567935321
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C:4]1=[N:5]2)([H:8])([H:9])[H:10].[C:6](=[N:7][H:15])([H:13])[H:14]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],15.992332749155707
[C:1](/[C:2]([C:3]([C:4]#[N:5])([H:11])[H:12])=[N:7]/[C:6]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],75.1860453397576
[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C-:6]([H:13])[N+:7]1([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],9.268052071769176
[C:1]([C+:2]([C:3]([C:4]#[N:5])([H:11])[H:12])[N:7]([C-:6]([H:13])[H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],26.41134186588601
[C:1](/[C:2](=[C:3](/[C:4]#[N:5])[H:11])[C:6]([N:7]([H:12])[H:15])([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],59.437722244438895
[C:1](/[C:2]([C:3]([C:4]1=[N:5][C:6]1([H:13])[H:14])([H:11])[H:12])=[N:7]\[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],47.9250633828948
[C:1]([C:2](=[C:3]([H:11])[H:12])[C:4]#[N:5])([H:8])([H:9])[H:10].[C:6](=[N:7][H:15])([H:13])[H:14]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],75.1504193538744
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C:4][N:5]([H:14])[C@:6]1([H:13])[N:7]2[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],42.874157539204006
[C:1]([C@@:2]1([C:3]([N+:5]#[C-:4])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],36.453405028064005
[C:1]([C:2](=[C:3]([H:11])[H:12])[C:6]([N:7]([C:4]#[N:5])[H:15])([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],63.10614005035835
[C:1]([C:6]([N:7]([C:2][C:3]([C:4]#[N:5])([H:11])[H:12])[H:15])([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],67.79177829149681
[C:1]([C@@:2]1([C@@:3]2([H:11])[C:4]([H:12])=[N:5]2)[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],36.563487599036606
[C:1]([C@@:2]1([C:3]([C:4](=[N-:5])[H:13])([H:11])[H:12])[C+:6]([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],10.423099561456922
[C:1]([C@@:2]1([C:3](=[C:4]=[N:5][H:12])[H:11])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],58.3245685662232
[C:1]([N+:7]1([H:15])[C-:2]([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]1([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],52.49887766883562
[C:1]([H:8])([H:9])([H:10])[H:13].[C:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])=[C:6]([H:14])[N:7]1[H:15]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],59.987886496235575
[C:1](/[C:2]([C:6]([N:5]=[C:4]=[C:3]([H:11])[H:12])([H:13])[H:14])=[N:7]\[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],53.9971311442998
[C:1]([C:2]1([N+:5]#[C-:4])[C:3]([H:11])([H:12])[N:7]([H:15])[C:6]1([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],62.0683993935873
[C:1]([C:2][N:7]([C:6]([C:3]([C:4]#[N:5])([H:11])[H:12])([H:13])[H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],78.8244080763223
[C:1]([C+:2]([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[N:7]([C-:6]([H:14])[H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],26.061707771947997
[C:1](=[C:2]1[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])[H:9].[C:3](=[C:4]=[C:5]([H:10])[H:13])([H:11])[H:12]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],31.537341099139898
[C:1]([C@@:2]1([C:3]([C:4](=[C-:5][H:13])[H:15])([H:11])[H:12])[C+:6]([H:14])[N:7]1[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],36.02443489693319
[C:1]([C+:2]1[C:4](=[C-:5][H:13])[C:3]([H:11])([H:12])[N:7]([H:16])[C:6]1([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],65.7717023987835
[C:1]([C@:2]([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])([N:7]([C:6][H:14])[H:16])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],42.923675712505414
[C:1]([C:2]1=[C:6]([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10].[C:3](=[C:4]=[C:5]([H:13])[H:14])([H:11])[H:12]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],18.843816291425597
[C:1]([C@@:2]1([C:3]([C:5](=[C:4])[H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],12.860308924801409
[C:1](/[C:2]([C:3]([C:4]1=[C:5]([H:13])[C:6]1([H:14])[H:15])([H:11])[H:12])=[N:7]\[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],62.57080985925301
[C:1](/[C:2](=[C:3](/[C:4]#[C:5][H:13])[H:11])[C:6]([N:7]([H:12])[H:16])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],63.78527929236189
[C:1]([C:2](=[C:3]([H:11])[H:12])[C:4]#[C:5][H:13])([H:8])([H:9])[H:10].[C:6](=[N:7][H:16])([H:14])[H:15]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],69.1377048665243
[C:1](/[C:2]([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])=[N:7]/[C:6]([H:14])([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],75.748395871988
[C:1]([C:2](=[C:3]([H:11])[H:12])[C:6]([N:7]([C:4]#[C:5][H:13])[H:16])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],62.73058927515822
[C:1]([C+:2]1[C:3]([H:11])([H:12])[C:4](=[C-:5][H:13])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],60.868311002447506
[C:1]([C@@:2]1(/[C:3](=[C:4](\[C:5][H:13])[H:12])[H:11])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],13.272648893814605
[C:1]([N:7]([C:6]([C:2][C:3]([C:4]#[C:5][H:13])([H:11])[H:12])([H:14])[H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],36.48189223236079
[C:1]([C+:2]1[C:3]([H:11])([H:12])[C-:4]=[C:5]([H:13])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],67.38293365647093
[C:1](/[C:2]([C:6]([C:5](=[C:4]=[C:3]([H:11])[H:12])[H:13])([H:14])[H:15])=[N:7]\[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],73.7356325428782
[C:1]([C@@:2]1([C:3]([C-:4]=[C:5]([H:13])[H:15])([H:11])[H:12])[C+:6]([H:14])[N:7]1[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],1.0714626274293124
[C:1]1([H:9])([H:10])[C@@:2]2([C:3]([H:11])([H:12])[C:4][C:5]1([H:8])[H:13])[C:6]([H:14])([H:15])[N:7]2[H:16]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],28.598464625995305
[C:1]([C-:2]1[C:6]([H:14])([H:15])[N+:7]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],35.48021058899301
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C:4](=[C:5]([H:13])[H:14])[C@:6]1([H:15])[N:7]2[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:3]([C:4]#[C:5][H:13])([H:11])[H:12])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:8])([H:9])[H:10],88.70866035722038
[N+:1]12([H:7])[C@:2]([C:3](=[O:4])[H:9])([H:8])[C@@:5]1([H:10])[C-:6]2[H:11]>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]3([H:9])[O:4][C@@:5]2([H:10])[C@:6]13[H:11],20.47343114035698
[N:1]([C@:6]1([H:11])[C@:3]2([H:9])[C:2][C@@:5]1([H:10])[O:4]2)([H:7])[H:8]>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]3([H:9])[O:4][C@@:5]2([H:10])[C@:6]13[H:11],35.04110207244021
[N:1]1([H:7])[C@@:2]([C:5](=[O:4])[H:10])([H:8])[C:3]([H:9])=[C:6]1[H:11]>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]3([H:9])[O:4][C@@:5]2([H:10])[C@:6]13[H:11],88.7426629106549
[N:1]([C:2]1([H:8])[C:3]([H:9])=[O+:4][C:5]1[H:10])([C-:6][H:11])[H:7]>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]3([H:9])[O:4][C@@:5]2([H:10])[C@:6]13[H:11],7.191088604452801
[N+:1]1([H:7])([H:9])[C@:2]2([H:8])[C-:3]3[O:4][C@:5]2([H:10])[C@@:6]13[H:11]>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]3([H:9])[O:4][C@@:5]2([H:10])[C@:6]13[H:11],18.548436169965697
[N:1][C@:6]1([H:11])[C@:3]2([H:9])[C:2]([H:7])([H:8])[C@@:5]1([H:10])[O:4]2>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]3([H:9])[O:4][C@@:5]2([H:10])[C@:6]13[H:11],27.838656613327494
[N:1]1([H:7])[C-:2]([H:8])[C:3]([O+:4]=[C-:5][H:10])([H:9])[C+:6]1[H:11]>>[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]3([H:9])[O:4][C@@:5]2([H:10])[C@:6]13[H:11],2.653568357348405
[C:1]1([H:7])([H:8])[C:2]([H:10])=[C:3]([H:9])[C@:6]1([C:5]([C:4]([H:11])([H:12])[H:13])([H:14])[H:15])[H:16]>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]12[H:16],105.47110694009733
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]([H:11])([H:16])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]12[H:16],26.457673919024906
[C:1]([C@@:6]1([H:16])[C@:3]([C:2][H:10])([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]12[H:16],10.34814268415731
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:15])=[C:6]12.[H:14][H:16]>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]12[H:16],61.13454242529621
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C:3]([H:11])=[C:6]1[H:16].[C:4](=[C:5]([H:14])[H:15])([H:12])[H:13]>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]12[H:16],69.86385807663011
[C:1]([C:2]([H:9])([H:10])[H:11])([C@@:6]1([H:16])[C:3][C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])([H:7])[H:8]>>[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@:6]12[H:16],9.844743548367973
[C:1]([O:2][C@@:3]1([H:11])[C@:4]([C:5]([C:6][H:15])([H:13])[H:14])([H:12])[C:7]1([H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],8.2294368466859
[C:1](=[O:2])([H:8])[H:9].[C:3]1([H:11])=[C:7]([H:17])[C:4]1([C:5]([C:6]([H:10])([H:15])[H:16])([H:13])[H:14])[H:12]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],63.42182896906449
[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C:7]1)([H:11])[H:17])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],5.192072983900694
[C:1](=[O+:2][C:3]([C@@:7]1([H:17])[C-:4]([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:10])[H:11])([H:8])[H:9]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],21.30398340805781
[C:1]([O+:2]=[C:3]([C@@:4]1([H:12])[C-:5]([H:13])[C:6]([H:15])([H:16])[C:7]1([H:14])[H:17])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],53.17074917384719
[C:1]([O+:2]=[C-:3][C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C:7]1([H:11])[H:17])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],23.135346259971897
[C:1]([O:2][C:3]([C:4](=[C:5]([H:13])[H:14])[H:12])([C:7](=[C:6]([H:15])[H:16])[H:17])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],81.38816886471301
[C-:1]([O+:2]=[C:3]([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C:7]1([H:10])[H:17])[H:11])([H:8])[H:9]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],34.060633838756104
[C:1]([O+:2]=[C:3]1[C:4]([H:11])([H:12])[C@:7]1([C:6]([C-:5]([H:13])[H:14])([H:15])[H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],47.302477230786
[C:1]([C@@:7]1([H:17])[C@@:3]2([H:11])[O:2][C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],103.3595925891913
[C:1]([O:2][C@:3]1([H:11])[C@@:4]([C:7](=[C:6]([H:15])[H:16])[H:17])([H:12])[C:5]1([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],63.702109050159585
[C:1]([O:2]/[C:3](=[C:7](\[C:6]([C:5]([C:4][H:12])([H:13])[H:14])([H:15])[H:16])[H:17])[H:11])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],2.6875544415079986
[C:1]([O:2][C:3]([C:4]1([H:12])[C-:5]([H:13])[C:6]([H:15])([H:16])[C+:7]1[H:17])([H:11])[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],33.42722258277222
[C:1]([O:2][C@@:3]1([H:11])[C@:4]([C:5]([H:13])([H:14])[H:15])([H:12])[C@:7]1([C:6][H:16])[H:17])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10],22.295370547378695
